NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,69084,Intermediate,0.0,0.0,0.1737,0.1737,0.2606,0.2027,0.1882,0.2171,0.1737,0.2027,0.2027,0.1737,0.2171,0.1737,0.5211,0.9119,0.3764,1.2449,1.5054,0.9843,0.1737,0.0145,0.3185,0.8396,0.854,0.6803,0.2461,2.345,2.2581,2.3015,2.4029,2.7792,2.2147,2.7213,2.2436,2.0844,1.4186,0.9264,0.7672,0.6659,0.5501,0.3619,0.275,0.0579,1.158,1.3896,0.7817,1.1291,0.9264,1.3028,1.6067,3.4306,3.8359,2.8806,1.4909,1.1725,0.6224,0.4053,0.2606,0.1592,0.029,0.6948,1.9252,2.3884,2.6634,2.4318,2.7503,3.9517,4.661,6.1375,5.8769,4.8636,14.0988,11.7972,11.8986,11.363,11.9275,1.433,5.1097,8.5982,8.2798,8.9746,7.8021,7.8021,8.6127,11.1748,13.3316,10.2918,8.0771,9.1628,8.3811,13.2737,15.4739,17.2978,4.661,0.8396,1.4765,5.4571,2.7068,2.4608,1.8962,2.1713,2.9529,2.9674,5.0518,5.7466,5.1387,4.9939,8.0192,11.5801,11.0156,3.2424,0.0579,0.0,0.0579,0.0434,0.029,9.9734,4.386,4.4149,6.3546,5.6164,0.1737,5.9348,13.1724,6.1664,6.1664,5.8624,0.1158,0.4632,0.854,1.9252,1.2159,1.2449,1.0856,0.8106,1.3028,1.8094,1.3028,0.9698,1.8962,1.0856,2.4608,2.2871,2.9529,1.1291
MN0201,SoHo-Little Italy-Hudson Square,23287,Low,0.0,0.0,0.1288,1.503,1.3312,1.5459,0.8159,1.6748,1.2453,1.8465,1.0736,1.3312,1.3312,1.2883,4.6807,9.4044,4.8954,1.1594,1.1594,0.773,0.1718,0.0,0.5153,0.9877,0.6871,0.6441,0.0429,4.1225,3.5642,3.6501,3.5213,3.6072,4.2942,4.8954,4.466,5.4107,3.8219,2.4477,2.4477,2.0612,1.8465,1.7177,1.3742,0.2577,0.8159,0.773,0.9018,1.7177,3.2636,2.8342,3.736,2.233,2.3618,2.1042,1.8895,1.1594,0.3865,0.1288,0.1288,0.1288,0.0859,3.4783,4.2084,5.239,6.1408,4.8525,15.631,17.3487,21.5141,26.6243,21.2136,10.2632,39.2923,39.2923,30.0597,22.5018,18.3794,2.5336,10.0056,12.2815,17.2629,24.9925,19.7535,29.5014,34.1822,25.2931,31.2191,37.4458,15.9316,19.9253,19.2811,27.4831,23.833,18.68,5.239,1.5889,3.4354,5.1531,8.8891,8.0732,17.7782,15.3734,12.8398,17.9929,18.637,14.4716,15.1157,19.2811,27.6549,28.2991,25.2931,7.7296,0.0429,0.0429,0.0859,0.1718,0.0,21.4283,17.0481,8.5455,11.8521,11.3797,0.0429,9.3185,24.9925,11.2939,7.2573,8.1591,0.0859,1.8036,2.1471,2.6195,5.2819,4.8096,10.5209,8.8891,7.6867,8.4167,8.7603,4.0795,5.969,6.4414,8.3738,7.429,9.5762,2.6624
BX0901,Soundview-Bruckner-Bronx River,74342,Highest,0.0,0.0,0.1883,0.2152,0.1749,0.2287,0.1749,0.2421,0.1211,0.1076,0.269,0.2421,0.2018,0.4439,0.5515,0.6591,0.2287,4.8425,5.0174,4.3448,0.6457,0.0135,0.8071,2.5289,2.5827,3.5512,0.8743,0.148,0.1614,0.1345,0.1614,0.0942,0.1749,0.2825,0.1345,0.1345,0.1883,0.3228,0.3497,0.2018,0.1345,0.0404,0.0538,0.0,0.4842,0.1076,0.3901,0.269,1.3586,0.6457,0.417,0.3228,0.2421,0.5381,0.5381,0.3497,0.1345,0.1211,0.1076,0.0404,0.0269,4.9501,9.0662,15.2,18.7915,19.908,24.0779,24.9119,26.4319,28.759,30.0638,18.805,46.5148,48.2096,46.0978,51.3841,41.0132,7.4117,20.056,29.6602,48.2903,60.9615,71.9243,67.2433,81.8111,71.1307,79.753,61.782,35.3367,60.5176,67.0281,76.296,89.6263,70.095,17.406,4.6138,5.8917,13.5859,23.0691,23.8761,21.7105,29.445,23.1767,23.7685,43.542,29.028,39.8294,49.9448,59.1859,72.8121,54.8815,15.3749,0.0135,0.0538,0.2825,0.3497,0.1749,20.8899,11.9313,9.6715,12.5501,11.6489,0.3228,11.7296,26.4857,12.8326,10.1692,11.5682,0.1345,2.0177,2.7441,6.5374,8.7703,8.2726,8.0843,10.1692,7.6,9.4697,8.4609,6.08,9.8329,10.8418,11.1108,14.9041,11.2588,3.8605
BX0902,Soundview-Clason Point,37297,Intermediate,0.0,0.0,0.1609,0.1341,0.1072,0.1072,0.0804,0.0268,0.1341,0.0268,0.1877,0.1072,0.0536,0.1072,0.2413,0.3486,0.1341,2.3058,2.0377,2.6007,0.1609,0.0,0.4826,1.287,1.4746,2.5203,0.5094,0.1877,0.1609,0.0804,0.1877,0.2413,0.1341,0.2145,0.2145,0.563,0.563,0.1609,0.1609,0.1072,0.0268,0.0536,0.0268,0.0,1.2602,0.4022,1.2333,2.4935,3.9145,4.1826,1.2065,0.5362,1.287,0.6435,0.9652,1.6623,0.9116,0.563,0.6971,0.4826,0.0,1.1797,2.1181,2.4399,2.1986,3.6732,5.7109,2.6544,8.0704,8.6334,7.0783,7.266,13.0305,16.5697,11.8508,14.5052,11.6899,1.6623,4.3971,9.3573,9.2769,7.5609,14.5856,11.1001,10.7247,15.6045,19.4654,13.4863,11.7168,15.4704,20.8864,20.2161,25.0422,18.7951,5.1479,0.563,1.3942,2.2522,2.8957,5.7377,4.6653,3.7537,4.8529,7.5073,8.4993,7.9899,8.8211,13.3791,10.4566,17.6958,14.3443,5.8718,0.0268,0.0804,0.0536,0.1609,0.1072,8.2312,4.5044,3.7268,6.7834,5.1211,0.3217,12.1457,16.6501,7.9631,6.1131,6.5421,0.0536,0.2145,0.992,0.8044,0.7775,2.0645,1.0725,1.1529,1.3406,3.4587,2.5471,1.9841,1.9036,1.9573,1.5551,3.1906,3.271,1.3406
QN1202,South Jamaica,44401,Intermediate,0.0,0.0225,0.1802,0.2477,0.2027,0.1351,0.0676,0.1802,0.2252,0.0676,0.1351,0.045,0.0901,0.1126,0.4054,0.4504,0.1351,3.9188,3.9639,2.59,0.2703,0.0225,0.6306,1.0135,2.072,2.1621,0.6531,1.1711,0.991,0.9009,0.6757,0.7883,0.7432,1.0811,1.2838,1.7567,1.509,1.2612,0.7432,0.3153,0.1577,0.0676,0.0225,0.0,1.7117,1.6892,1.6216,1.4414,1.4189,1.3513,1.9819,2.0945,1.4865,1.7342,2.1396,1.0585,1.4414,0.518,0.473,0.518,0.0,2.6126,2.0495,3.1756,2.8153,2.4999,3.018,3.2882,6.5539,5.8557,4.6621,2.7477,13.2204,18.2203,14.6168,14.1889,14.797,1.9369,20.3374,18.6482,19.459,16.2834,14.4817,19.2788,16.7113,22.3644,21.3283,18.5807,9.7746,20.4049,24.9319,19.7969,26.0354,17.6347,6.8467,3.536,3.3783,7.4323,8.5584,8.671,8.5584,6.8467,7.7926,8.3557,8.3557,6.3512,8.5809,14.6393,14.842,14.7519,11.4637,5.2251,0.2928,0.1351,0.2703,0.2027,0.2252,9.3917,6.6215,5.09,15.0672,14.279,0.4955,14.1663,29.8191,17.2969,15.7654,16.9816,0.3604,0.6982,0.8558,1.0811,1.5315,1.3513,0.9459,1.1036,1.3738,1.3063,1.0585,1.036,1.8918,1.9819,2.072,1.7342,1.1486,1.1261
QN1001,South Ozone Park,79540,Intermediate,0.0,0.0,0.1886,0.1634,0.2263,0.2012,0.1383,0.1383,0.1132,0.1257,0.1132,0.1257,0.264,0.2892,0.7292,1.3452,0.2263,1.3578,1.5967,1.1818,0.2263,0.0,0.1886,0.4652,1.1189,1.2949,0.4149,1.3452,1.7601,1.4961,1.2447,1.3955,1.5841,2.2504,2.439,2.3259,1.4458,1.4207,0.9806,0.4777,0.2892,0.2012,0.0629,0.0377,1.2698,1.0184,1.3955,0.7669,0.7166,0.6286,0.5658,1.1441,0.8298,0.5406,0.5783,0.3395,0.5532,0.2389,0.1257,0.1006,0.1006,0.7543,0.7418,0.7669,0.5909,1.1315,2.0116,1.2195,1.8356,2.2882,2.9922,1.647,5.8335,6.9525,6.7639,7.5308,6.1604,0.9178,7.0405,6.8268,5.4312,5.997,6.9399,8.1594,7.8703,8.4486,10.5482,8.6749,4.8026,9.5549,12.1825,9.6681,15.0993,8.1468,2.5899,1.1315,1.4332,1.7727,2.1876,2.8036,2.8665,3.1682,3.734,4.2746,4.1489,2.6276,4.7146,7.3548,6.5627,7.3296,4.6643,2.1121,0.1383,0.1257,0.1634,0.1509,0.1509,3.6837,2.7785,2.3887,6.8142,6.3239,0.3772,6.8268,13.8798,8.3983,8.0337,8.3229,0.176,0.2514,0.2389,0.2766,0.2012,0.2766,0.2514,0.2892,0.3269,0.4149,0.5658,0.3395,0.4149,0.7795,0.7166,0.616,0.6663,0.1886
QN0903,South Richmond Hill,24141,High,0.0,0.0,0.0828,0.1657,0.29,0.0828,0.2485,0.0414,0.0414,0.0828,0.2071,0.0414,0.2485,0.2071,0.4971,0.9113,0.3314,1.4498,0.9527,1.0356,0.1243,0.0,0.29,0.9527,1.4084,1.4084,0.3728,1.7398,2.7754,2.0297,2.0297,1.4498,1.5327,1.1599,0.5385,1.2013,1.6984,1.1599,0.7456,0.8699,0.3728,0.3728,0.0414,0.0,1.4498,0.9113,2.2369,1.1599,0.4971,0.1657,0.1243,0.2485,0.6213,0.7456,1.2013,0.9527,0.6213,0.6628,0.787,0.29,0.0,2.1126,1.367,1.8226,1.2013,3.2724,2.7754,2.8168,2.3197,2.8996,3.9352,2.1954,14.3739,14.7467,16.3208,15.0781,15.2438,2.6097,11.1429,9.8173,8.119,8.6575,11.5157,8.0775,7.829,10.4801,10.4801,12.9241,4.3909,8.4089,9.7759,11.8471,14.871,10.4801,5.8821,2.444,1.2427,2.1126,3.0653,4.598,3.8524,3.3139,3.5624,3.6453,5.5507,2.7754,5.5093,8.3261,8.2018,9.4031,9.0717,4.8879,0.0414,0.0,0.1243,0.3314,0.1243,11.4328,7.6633,5.5507,10.5215,10.5215,0.4557,10.273,21.623,12.6755,11.9299,11.7228,0.2485,0.1243,0.2485,0.4142,0.4557,0.7456,0.9113,0.9113,1.077,1.077,0.787,0.4557,0.6213,0.9527,1.1599,2.2369,1.1184,0.5799
BK0103,South Williamsburg,47703,Highest,0.0,0.0,0.021,0.021,0.021,0.0,0.0,0.021,0.021,0.0,0.0,0.0,0.0,0.0419,0.0629,0.1887,0.021,0.4402,0.2516,0.2725,0.0419,0.0,0.0629,0.1677,0.1887,0.545,0.3564,0.7337,1.132,1.4674,1.7609,1.0691,0.566,0.9224,1.3836,1.3207,1.2578,0.9014,0.7756,0.2935,0.2935,0.1048,0.1677,0.021,1.2368,1.4255,2.3898,3.375,2.6204,3.8362,2.3688,2.264,2.0544,1.9286,1.8447,1.5932,1.2997,0.4193,0.3144,0.1048,0.1048,0.4402,1.4674,1.2159,2.7671,3.375,3.983,4.5909,10.5234,11.362,10.209,6.6662,33.7924,31.3397,26.5602,22.5772,23.4996,0.3773,2.1173,3.983,2.9558,5.8068,10.6492,7.924,7.5677,9.7059,10.7331,11.8651,7.5677,7.1694,11.0266,8.1965,4.2345,4.0878,0.9224,0.9014,0.8595,0.9224,2.0544,2.83,2.6413,2.2221,3.8572,3.2912,5.7229,5.7019,6.1212,9.3914,6.6872,3.3331,3.7105,1.3416,0.0,0.0,0.0419,0.0839,0.1048,34.5052,16.3092,14.0243,17.1268,16.2254,0.1258,13.8985,34.8615,15.9948,15.5965,15.7432,0.0419,0.4402,0.3983,0.3354,0.7756,2.5156,1.8657,2.243,1.5932,2.0334,3.2283,2.6204,2.5785,4.2765,3.375,1.1739,1.0901,0.2306
BK0504,Spring Creek-Starrett City,17038,Intermediate,0.0,0.0,0.0,0.0587,0.0,0.0,0.0587,0.0587,0.1174,0.0,0.0,0.0,0.1174,0.0587,0.2935,0.6456,0.0587,5.0475,2.5238,3.4042,0.1174,0.0,0.4695,1.3499,4.9888,3.3455,0.9391,0.0,0.0,0.0,0.0,0.0,0.0587,0.0,0.0,0.0,0.0,0.1174,0.0,0.0,0.0,0.0,0.0,0.0,16.3165,10.4472,6.9844,1.3499,30.6961,16.023,19.7793,25.942,5.6345,7.1605,6.6909,0.9391,3.5215,3.6976,1.1152,0.0587,0.0,0.4108,0.5869,0.2935,0.5282,1.0565,1.526,1.2325,3.5802,5.7518,6.4562,9.2147,17.2555,11.6798,10.0951,10.5059,11.6211,2.0542,3.1107,1.2912,2.4064,4.7541,3.1694,2.7585,2.289,9.9777,8.6865,8.2756,10.9755,21.364,11.5624,7.9235,15.5535,12.5602,3.9911,0.4695,0.1174,0.7043,2.7585,0.6456,1.0565,3.9911,5.7518,2.8172,6.3975,4.9888,12.3254,10.9168,8.1582,15.4361,10.682,2.1129,0.0,0.0,0.0,0.0,0.0,1.6434,3.052,3.052,2.9933,0.9978,0.1174,3.2281,6.7496,3.1107,3.815,3.2868,0.0,0.0587,0.1174,0.2348,0.8217,0.4108,0.1174,2.4064,2.9346,1.7608,2.9933,1.8782,4.2258,2.4064,1.8782,3.8737,2.7585,0.3522
QN1204,Springfield Gardens (North)-Rochdale Village,32883,Low,0.0,0.0,0.0304,0.0304,0.0304,0.1216,0.1216,0.0608,0.0,0.0608,0.0912,0.0912,0.0304,0.1521,0.1825,0.2433,0.1216,2.1288,3.1019,1.9463,0.5474,0.0,0.4866,1.3381,3.2844,2.5849,0.9427,1.3989,0.7299,1.0644,1.551,2.5849,1.7334,1.7942,2.3112,2.3416,2.9499,1.0948,0.669,0.2433,0.1521,0.0,0.2129,0.0,1.9463,0.669,0.7299,0.4866,0.2433,1.0036,0.9123,0.669,0.9731,1.4597,0.9731,0.7603,0.4258,0.1216,0.0,0.0,0.0,0.5474,1.0644,1.3381,1.2773,1.186,2.3112,1.6726,1.2164,1.3077,1.2773,2.6457,5.1394,6.4775,5.7172,7.177,5.5348,1.7334,4.5616,7.2074,7.9676,7.846,6.6296,8.0589,8.3934,6.4775,6.1126,7.6939,8.0285,9.5794,11.6169,13.0463,11.5865,12.438,3.0107,1.1252,1.6422,1.8247,2.372,2.2808,3.4668,2.7066,2.4025,2.4633,2.5241,3.5885,3.5581,5.2307,6.5079,7.5419,8.0893,2.4329,0.1825,0.1216,0.0304,0.2129,0.1216,0.7299,0.8819,1.2164,5.4435,5.5652,0.7603,5.9909,12.4076,7.4507,7.0857,7.4507,0.1825,0.1825,0.1825,0.0912,0.0304,0.3649,0.3345,0.0912,0.0912,0.1216,0.0912,0.1216,0.0912,0.4866,0.669,0.7907,0.9731,0.3649
QN1306,Springfield Gardens (South)-Brookville,23103,Lowest,0.0,0.0,0.0866,0.0866,0.0433,0.1299,0.2597,0.0433,0.0866,0.0433,0.0866,0.1299,0.0866,0.1731,0.3896,0.1299,0.0433,2.0344,2.4239,1.9478,0.6926,0.0433,0.4761,0.7791,1.6881,1.3851,0.5627,2.5538,2.1209,1.7747,1.7314,2.9433,2.1209,4.6314,3.0732,4.2852,3.9822,3.9389,2.4672,1.0388,0.3896,0.1299,0.0433,0.0,3.2463,3.203,3.6792,1.0388,1.2985,0.9955,2.8135,0.909,0.9955,1.9911,1.2552,0.6926,0.4328,0.1731,0.0,0.0,0.0,0.7358,0.7358,0.7791,1.212,0.5194,1.2985,1.6015,0.8657,1.9478,2.4239,1.3418,2.6836,4.5449,3.6792,3.3762,2.5971,0.8657,5.8867,5.1508,5.5404,7.9643,8.7435,7.8778,5.9733,5.5404,12.2495,9.436,4.5881,8.8733,7.2285,11.2972,10.2151,8.6569,1.3851,1.3851,1.7314,2.2508,2.5971,4.718,2.9866,4.3717,1.7747,4.8479,4.2419,2.2941,2.2075,4.1553,5.4106,3.9822,5.1941,0.9523,0.1731,0.1299,0.1299,0.1731,0.1299,1.0388,1.2985,0.8657,8.224,7.7046,0.8657,8.0942,17.0973,10.3017,9.2196,10.042,0.1731,0.0433,0.0,0.0866,0.0,0.0866,0.2164,0.0866,0.0,0.1731,0.0,0.0866,0.1731,0.1299,0.1299,0.0866,0.2597,0.0
QN1205,St. Albans,51816,Low,0.0,0.0,0.0772,0.1351,0.0386,0.1351,0.1351,0.1351,0.1158,0.0965,0.0579,0.0772,0.1544,0.2702,0.2702,0.3667,0.2509,2.2194,2.4317,2.0264,0.3474,0.0,0.3474,1.1,1.2158,2.0264,0.6755,0.6176,0.6755,0.8106,0.7334,0.9264,0.9457,1.0614,2.1615,1.1772,1.9878,1.2158,0.6176,0.2509,0.3088,0.0965,0.0386,0.0386,0.4825,0.9843,0.7913,0.8685,0.4053,1.1386,0.8878,1.0036,1.1193,0.8685,0.8492,0.4439,0.386,0.6369,0.3667,0.2123,0.0,0.8878,1.9106,1.6597,2.0843,1.6597,2.2387,2.6633,1.0807,2.3931,2.2194,1.9492,4.8055,4.6704,6.8512,7.8354,6.3687,0.8878,9.6109,13.683,11.5987,9.8232,9.9004,9.2249,12.4093,9.3407,13.3935,8.3758,5.6932,11.0391,10.5566,15.5357,18.585,13.0462,4.1879,1.9492,1.7176,2.5282,3.358,4.8441,4.5353,4.8634,2.7984,3.551,3.3966,2.5089,5.3458,5.2493,8.646,9.5723,6.6389,2.2194,0.0386,0.1351,0.0965,0.1158,0.1544,1.9106,1.8141,1.679,9.3793,8.2793,0.4439,8.2214,17.427,10.6338,10.132,11.097,0.3088,0.1158,0.1544,0.4825,0.3088,0.4632,1.0229,0.5018,0.2509,0.5211,0.6369,0.1544,0.2702,0.4053,0.8878,1.2351,0.8685,0.2895
SI0101,St. George-New Brighton,20549,Intermediate,0.0,0.0,0.0487,0.5353,0.0973,0.438,0.1947,0.3406,0.146,0.0973,0.1947,0.2433,0.292,1.2653,0.5353,1.1679,1.1193,3.4065,3.5525,3.4065,1.0219,0.146,1.1193,2.8712,3.8445,4.3311,0.7786,0.146,0.3893,0.3893,0.292,0.146,0.4866,0.2433,0.4866,0.292,0.146,0.0973,0.146,0.1947,0.0973,0.146,0.0,0.0,1.8492,1.4113,2.9199,1.2166,1.1679,3.0172,4.4771,1.8006,1.5573,2.7252,1.9952,1.1679,1.0219,0.876,0.3406,0.0973,0.0,5.1584,5.3531,7.6889,8.7596,10.8034,23.5048,12.2634,15.4752,15.7672,19.125,11.1928,17.1785,21.0716,23.9914,21.8989,30.0745,8.0296,33.2376,35.9142,42.3378,45.1603,45.7443,68.0325,42.2892,41.5592,41.5592,40.9752,24.5754,34.0649,31.4857,44.6737,59.1756,73.1422,22.0449,7.0563,5.2071,10.4628,13.9666,13.2367,16.1078,16.9351,11.5334,13.8206,18.8817,14.4533,14.0639,20.439,21.8989,34.8922,33.0916,14.8426,0.146,0.292,0.292,0.146,0.1947,9.5868,6.7157,4.6231,10.7061,9.7815,0.73,8.5649,20.3903,10.5115,10.2681,11.7767,0.3893,0.6326,1.9466,2.8225,3.2118,2.7252,4.0878,2.2872,3.0658,3.8931,2.8712,1.3626,2.9199,2.7739,3.9418,5.1097,6.9103,2.8712
MN0601,Stuyvesant Town-Peter Cooper Village,22512,Lowest,0.0,0.0,0.0444,0.0444,0.0,0.0,0.0,0.0888,0.0888,0.0444,0.0444,0.0,0.1333,0.0888,0.1777,0.3554,0.0,0.8884,0.4886,0.2665,0.0888,0.0,0.0,0.4442,0.844,1.1994,0.3998,0.0,0.0,0.0444,0.1333,0.533,0.4886,0.0444,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.1333,0.2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221,0.3554,0.3109,0.9773,0.0888,0.4442,0.3109,0.1777,0.7996,0.3109,0.4442,0.5775,0.5775,0.3109,1.1105,0.844,0.2221,0.1777,0.4442,0.3554,1.4659,0.3554,1.2882,0.533,0.533,1.377,0.4442,0.3998,0.7552,0.2221,0.3998,2.1322,1.688,0.4442,0.0,0.0,0.0888,0.1777,0.1777,0.3554,0.2665,0.2221,0.2665,0.6219,0.2221,2.8873,0.6663,1.4215,1.9101,1.5103,1.0661,0.0,0.0,0.0,0.0,0.0,0.4886,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0444,0.0888,0.0888,0.0888,0.1777,0.0888,0.1333,0.1333,0.1333,0.0,0.0444,0.0444,0.3109,0.3554,0.0888,0.3109
QN0202,Sunnyside,52278,High,0.0,0.0,0.2104,0.4208,0.4017,0.5356,0.4782,0.4591,0.3252,0.2104,0.2487,0.3443,0.5356,0.7269,1.0521,1.7981,0.6504,1.3199,1.5303,1.339,0.3443,0.0,0.3826,0.8417,1.3199,1.3199,0.4782,0.3634,0.2678,0.2869,0.2678,0.3061,0.3252,0.593,0.3443,0.4591,0.4591,0.3634,0.2678,0.0765,0.0191,0.0191,0.0191,0.0,0.2869,0.153,0.1339,0.2678,0.2487,0.3061,0.0956,0.0574,0.3443,0.6886,0.6312,0.7843,0.5547,0.5547,0.1148,0.1339,0.0,2.4676,2.6589,2.6589,4.6291,4.5143,6.5228,5.8151,9.086,10.7502,7.6705,5.9107,22.8777,25.2688,25.3644,30.9499,26.1678,5.6429,10.2911,11.4006,14.9394,17.5026,18.5929,18.0956,19.951,19.2433,18.8798,13.8299,9.0095,19.3007,20.4484,21.7109,44.6268,39.3856,11.4962,1.492,1.6068,2.8119,5.0691,5.949,4.763,5.4899,5.0691,5.9872,8.5504,7.9192,13.6769,17.4835,26.2061,35.0817,32.9393,10.1764,0.0383,0.0191,0.0191,0.0383,0.0574,12.1466,6.4846,4.9925,7.5749,6.2933,0.0,6.0829,12.6057,9.7938,5.7959,6.7715,0.1339,1.0521,1.2051,1.7216,1.932,2.2189,1.6451,2.5632,2.6206,2.6589,2.5823,1.6259,3.9596,3.9213,4.7439,9.5069,7.4219,2.8693
BK0703,Sunset Park (Central),55606,Highest,0.0,0.0,0.2698,0.2877,0.3597,0.3237,0.2877,0.4136,0.2338,0.1798,0.2518,0.2338,0.3597,0.4496,0.7733,1.3488,0.3597,0.5035,0.6114,0.4316,0.036,0.018,0.3597,0.3597,0.5395,0.7193,0.1439,2.2659,2.8414,2.9673,2.0861,2.3199,2.8594,3.4169,4.9275,4.37,3.6507,2.7335,2.194,1.3128,0.3417,0.2518,0.1259,0.0,0.5935,0.5035,0.5755,0.3417,0.3597,0.4136,0.7193,0.5575,0.6474,0.4316,0.2158,0.4496,0.4676,0.1619,0.1439,0.1079,0.018,3.6687,3.5068,8.2545,6.6899,6.2943,10.1428,8.9019,11.6175,14.1172,13.218,11.2758,33.1439,29.0616,26.7957,27.551,23.9722,1.8523,11.042,9.7292,18.4153,20.3395,20.0698,21.4545,23.3968,20.2496,27.3532,23.5047,18.1635,25.0333,20.3575,23.2709,32.8921,22.7493,4.2262,1.8883,2.212,6.9237,13.3259,10.1788,9.2976,9.0098,7.6431,8.5422,15.6818,13.0382,15.0164,16.6169,17.4621,22.2278,15.8796,4.37,0.0,0.018,0.0,0.1439,0.1798,20.3755,8.9379,8.3804,11.2398,9.2616,0.0719,10.0888,20.951,13.0382,9.2616,8.6322,0.036,1.1869,0.9711,2.3019,4.5679,3.6687,3.9564,3.9924,3.3989,4.0643,4.5858,3.345,4.8376,3.9384,4.9995,5.9166,4.4959,1.1869
